epoch,train_loss,valid_loss,valid_metric
0,4.529294331868489,0.4699312746524811,0.47012853622436523
1,0.9930558522542318,0.4729718863964081,0.4611600637435913
2,0.881505012512207,0.37981414794921875,0.38556164503097534
3,0.9142397562662761,0.4498048722743988,0.4452298581600189
4,0.8410024642944336,0.36039748787879944,0.36066073179244995
5,0.8097972234090169,0.33081984519958496,0.3304787576198578
6,0.7872028350830078,0.3406085968017578,0.3351204991340637
7,0.7834033330281576,0.34018227458000183,0.34237217903137207
8,0.7851548512776693,0.38303548097610474,0.38273298740386963
9,0.7829429626464843,0.3607119023799896,0.35358375310897827
10,0.7714026769002279,0.34620994329452515,0.3414246737957001
11,0.773609987894694,0.35924866795539856,0.3566896319389343
12,0.7841447830200196,0.3805207312107086,0.3780565857887268
13,0.7722408294677734,0.372611939907074,0.3746105432510376
14,0.7718987782796224,0.34586578607559204,0.34215569496154785
15,0.7588783899943033,0.32768142223358154,0.3293580710887909
16,0.7599871953328451,0.34250813722610474,0.33692309260368347
17,0.7587673187255859,0.34997859597206116,0.3472340703010559
18,0.7533583958943685,0.34514129161834717,0.35328641533851624
19,0.757255744934082,0.3449137806892395,0.3509935438632965
20,0.7527089436848958,0.3394411504268646,0.34247756004333496
21,0.7469469706217448,0.32610204815864563,0.3306892216205597
22,0.7440636316935222,0.34022200107574463,0.33348602056503296
23,0.7436618169148763,0.36771368980407715,0.3735591769218445
24,0.7375717163085938,0.3951093256473541,0.38278570771217346
25,0.7408753077189127,0.35570985078811646,0.34581878781318665
26,0.7429738362630208,0.3316139876842499,0.33705294132232666
27,0.7414944330851237,0.3487650454044342,0.34655001759529114
28,0.7361764272054037,0.3592704236507416,0.35873445868492126
29,0.7372104008992513,0.3267457187175751,0.33010318875312805
30,0.7341613133748373,0.3425702750682831,0.3345569968223572
31,0.735768445332845,0.3462294042110443,0.3467645049095154
32,0.7263845443725586,0.3344927430152893,0.33992162346839905
33,0.7239297231038412,0.3505411148071289,0.3483971655368805
