epoch,train_loss,valid_loss,valid_metric
34,0.723421859741211,0.35055750608444214,0.3495175242424011
35,0.7187668482462565,0.3334832489490509,0.3334174156188965
36,0.7205329895019531,0.32323315739631653,0.32722726464271545
37,0.7201505661010742,0.3389911651611328,0.33808279037475586
38,0.7168041229248047,0.35008490085601807,0.3481431305408478
39,0.710878562927246,0.3611210286617279,0.36018532514572144
40,0.7110055923461914,0.3409014642238617,0.3332406282424927
41,0.7191799799601237,0.332192599773407,0.32044166326522827
42,0.7161671956380208,0.3200623095035553,0.3233802616596222
43,0.7031572341918946,0.3422237038612366,0.34091466665267944
44,0.706636110941569,0.34443730115890503,0.345369815826416
45,0.6979719797770182,0.3355194926261902,0.3426920771598816
46,0.6948155085245769,0.3311823904514313,0.32626646757125854
47,0.6967337290445964,0.34292909502983093,0.3384486734867096
48,0.6946677525838216,0.4001690149307251,0.40096810460090637
49,0.6921857198079427,0.36182528734207153,0.35329416394233704
50,0.6888331095377604,0.3317578136920929,0.32991155982017517
51,0.6888786951700846,0.34140682220458984,0.34554779529571533
52,0.6820696512858073,0.3640567362308502,0.35630348324775696
53,0.6831284840901692,0.32951775193214417,0.32778143882751465
54,0.6784545262654622,0.325961172580719,0.3241766095161438
55,0.6762494405110677,0.33583083748817444,0.3362499475479126
56,0.6735591252644857,0.330641508102417,0.33050116896629333
57,0.6715812683105469,0.34587743878364563,0.35042309761047363
58,0.6668329238891602,0.3678106963634491,0.3711817264556885
59,0.6745396931966146,0.32924267649650574,0.3213300406932831
60,0.6635733922322591,0.3334284722805023,0.32875296473503113
61,0.6567168553670247,0.40075916051864624,0.39769142866134644
62,0.6623467763264974,0.37626567482948303,0.37508875131607056
63,0.6593722025553386,0.33698907494544983,0.3366384506225586
64,0.6442736307779948,0.38233059644699097,0.3735607862472534
65,0.6429158528645833,0.3514702320098877,0.35143807530403137
66,0.65234800974528,0.31937897205352783,0.31859999895095825
67,0.6351375579833984,0.34630271792411804,0.3436870574951172
68,0.6323635101318359,0.32806652784347534,0.33842790126800537
69,0.6366638819376628,0.3316486179828644,0.3327372372150421
70,0.6341142018636068,0.34907108545303345,0.34579578042030334
71,0.6378704071044922,0.35820209980010986,0.36177322268486023
72,0.6244075775146485,0.36784958839416504,0.3671921491622925
73,0.6243059158325195,0.33745354413986206,0.335951030254364
74,0.6102263768513997,0.3681347966194153,0.3666054904460907
75,0.6178246180216471,0.36482566595077515,0.36518198251724243
76,0.617979367574056,0.3416271209716797,0.34481683373451233
77,0.6264915466308594,0.34672921895980835,0.3476307690143585
78,0.6084137598673502,0.3393210768699646,0.33882805705070496
79,0.601269785563151,0.35919156670570374,0.36724087595939636
80,0.5976086934407552,0.3493950664997101,0.3408007025718689
81,0.5918479919433594,0.36434924602508545,0.36403971910476685
82,0.5942091623942057,0.34878021478652954,0.3389338552951813
83,0.5953611373901367,0.34385329484939575,0.34615594148635864
84,0.5904029210408529,0.3666567802429199,0.3694603443145752
85,0.589968490600586,0.38381728529930115,0.3831329345703125
86,0.5767824808756511,0.35636892914772034,0.3482334613800049
87,0.5841878890991211,0.3271874487400055,0.3327327370643616
88,0.5791523615519206,0.34145432710647583,0.3509836792945862
89,0.5757627487182617,0.3423641622066498,0.3482917845249176
90,0.5698900858561198,0.34608644247055054,0.354923278093338
91,0.5790364583333333,0.3343166410923004,0.3388943672180176
92,0.5661492665608724,0.33443817496299744,0.3330440819263458
93,0.562113889058431,0.370822012424469,0.37301167845726013
94,0.5591051737467448,0.3361639678478241,0.3311578929424286
95,0.5694135665893555,0.3373824954032898,0.3324640691280365
96,0.5521187464396159,0.3408415913581848,0.3404585123062134
97,0.5514955520629883,0.36368390917778015,0.3715512752532959
98,0.5581158955891927,0.33934855461120605,0.3309952914714813
99,0.5519860585530599,0.33362990617752075,0.3339647650718689
